entry,meaning,ipa,example_sentence,translated_sentence
afraid,"【形】恐れて, 心配して.",/əˈfreɪd/,I am afraid of spiders.,私はクモを恐れています。
almost,【副】ほとんど.,/ˈɔlmoʊst/,I have almost finished my homework.,私は宿題をほとんど終えました。
appear,"【動】現れる, 見える.",/əˈpɪər/,The sun will appear at dawn.,太陽は夜明けに現れます。
artist,"【名】芸術家, アーティスト.",/ˈɑːr.tɪst/,The artist spent many years perfecting his craft.,その芸術家は、自分の技術を磨くのに多くの年月を費やしました。
baby,"【名】赤ちゃん, 乳児.",/ˈbeɪbi/,The baby smiled at me.,私に笑顔を見せてくれた赤ちゃん。
who,"【代】誰, 誰が.",/wuː/,Who will go to the party?,パーティに誰が行くのでしょうか？
whose,"【代】誰の, 誰のもの.",/wʊz/,Whose report did you read?,あなたは誰の報告書を読んだのですか？
basically,"【副】基本的に, 要するに.",/bəˈseɪ.kɪ.li/,"Basically, I prefer tea over coffee.",基本的に、私はコーヒーよりも紅茶を好む。
believe,"【動】信じる, 思う.",/bɪˈliːv/,I believe in the power of kindness.,私は優しさの力を信じている。
bird,【名】鳥.,/bɜrd/,The bird flew over the river.,鳥が川を飛び越えた。
both,"【代】両方, 両者.",/bəʊθ/,They both arrived late for the meeting.,彼らは両方とも会議に遅れて到着しました。
box,"【名】箱, ボックス.",/bɒks/,The box was filled with candy.,箱の中はキャンディでいっぱいだった。
bread,【名】パン.,/bɹɛd/,I bought a loaf of bread.,私はパンの一枚を買った。
reckon,"【動】思う, 計算する.",/ˈrɛkən/,I reckon there are about 100 people in the room.,部屋にはおよそ100人いると思う。
absence,"【名】不在, 欠席.",/ˈæbsəns/,You have to account for your absence.,君は欠席の理由を説明しなければならない。
accident,"【名】事故, 偶然.",/ˈæksɪdənt/,The meeting with my best friend in the city was a happy accident.,都市での親友との出会いは幸せな偶然だった。
accord,"【名】合意, 一致.",/əˈkɔrd/,Their opinions were in perfect accord.,彼らの意見は完全に一致していました。
active,"【形】活動的な, 積極的な.",/ˈæktɪv/,She is an active member of the community.,彼女はコミュニティの活動的なメンバーです。
activity,"【名】活動, 行動.",/ækˈtɪvəti/,The activity at the park was lively and fun.,公園での活動は活気があり、楽しかった。
actor,"【名】俳優, 演技者.",/ˈæktər/,Tom Hanks is a renowned actor in Hollywood.,トム・ハンクスはハリウッドで有名な俳優です。
actual,"【形】実際の, 現実の.",/ˈæk.tʃu.əl/,The actual situation is far from what we expected.,現実の状況は、私たちが期待していたものからはほど遠いです。
adequate,"【形】適切な, 十分な.",/ˈædɪkwɪt/,The hotel provided adequate facilities for the conference.,ホテルは会議のために十分な設備を提供しました。
severe,"【形】厳しい, 激しい.",/sɪˈvɪər/,The storm caused severe damage to the city.,嵐は都市に甚大な被害をもたらしました。
adult,【名】大人;【形】大人の.,/ˈædʌlt/,The railroad fare for children is half of the adult fare.,鉄道の料金は子供は大人の半額だ。
advice,"【名】助言, 忠告.",/ədˈvaɪs/,I appreciate your advice.,あなたの忠告に感謝します。
adventure,"【名】冒険, アドベンチャー.",/ədˈvɛn.tʃər/,I'm always ready for a new adventure.,私はいつでも新しい冒険の準備ができている。
adviser,"【名】助言者, アドバイザー.",/ədˈvaɪzər/,My adviser gave me some valuable advice for my future career.,私の忠告者は、私の将来のキャリアに対して貴重なアドバイスをくれました。
advocate,【名】擁護者;【動】擁護する.,/ˈædvəkeɪt/,She advocates for animal rights.,彼女は動物愛護を提唱している。
aggressive,"【形】攻撃的な, 積極的な.",/əˈɡrɛsɪv/,The fight between the two teams was aggressive.,2つのチーム間の戦いは激しかった。
ago,【副】以前に.,/əˈɡoʊ/,I moved to this city five years ago.,私は5年前にこの都市に引っ越しました。
ahead,"【副】前方に, 先に.",/əˈhɛd/,The road ahead is clear.,前方の道路は開けています。
alcohol,【名】アルコール.,/ˈælkəˌhɔl/,He decided to quit drinking alcohol for his health.,彼は健康のためにアルコールを飲むのをやめることに決めました。
album,【名】アルバム.,/ˈæl.bəm/,I found an old photo album in the attic.,私は屋根裏で古い写真アルバムを見つけました。
alive,"【形】生きている, 活気のある.",/əˈlaɪv/,The cat is still alive.,その猫はまだ生きている。
also,"【副】また, さらに.",/ˈɔlsoʊ/,I also like to read books.,私も本を読むのが好きです。
ancient,"【形】古代の, 昔の.",/ˈeɪnʃənt/,The ancient ruins were discovered in the heart of the city.,古代の遺跡は都市の中心部で発見されました。
annual,"【形】年に一度の, 毎年の.",/ˈæn.ju.əl/,The athletic meet is an annual event.,その運動会は毎年行われる行事だ。
apart,"【副】離れて, 別々に.",/əˈpɑrt/,They live apart from each other.,彼らはお互いから離れて暮らしています。
appointment,"【名】予約, 約束.",/əˈpɔɪntmənt/,I have an appointment with the doctor tomorrow.,明日、医者の予約があります。
appearance,"【名】外見, 出現.",/əˈpɪərəns/,The sudden appearance of the comet in the sky surprised everyone.,空に突然彗星が現れたことは皆を驚かせました。
approve,"【動】承認する, 賛成する.",/əˈpruːv/,The committee approved the budget.,委員会は予算を承認した。
assistant,"【名】助手, アシスタント.",/əˈsɪstənt/,The assistant is preparing the documents for the meeting.,助手が会議のための書類を準備しています。
assumption,"【名】仮定, 想定.",/əˈsʌmpʃən/,"Your conclusion is based on an assumption, not on evidence.",あなたの結論は仮定に基づいており、証拠ではありません。
attract,"【動】引きつける, 魅了する.",/əˈtrækt/,I'm attracted to him.,私は彼に惹かれている。
average,【形】平均の;【名】平均.,/ˈævərɪdʒ/,The average height of the students in the class is 160 centimeters.,クラスの生徒の平均身長は160センチメートルです。
awful,"【形】ひどい, 恐ろしい.",/ˈɔː.fʊl/,The aftermath of the earthquake was an awful sight.,地震の後の光景は恐ろしいものだった。
specialize,【動】専門にする.,/spɛʃəˈlaɪz/,She decided to specialize in neurology.,彼女は神経学を専門にすると決めました。
behavior,"【名】行動, ふるまい.",/bɪˈheɪvjər/,His behavior at the party was unacceptable.,彼のパーティーでの行動は許容範囲外でした。
belong,"【動】所属する, 属する.",/bɪˈlɔŋ/,This book belongs to John.,この本はジョンの所有物です。
bin,【名】ゴミ箱.,/bɪn/,The farmer stored the harvested wheat in a large bin.,農家は収穫した小麦を大きなふたつきの箱に保存した。
billion,【名】10億.,/bɪˈljən/,The company's net worth is over a billion dollars.,その会社の純資産は10億ドル以上です。
birth,"【名】誕生, 出生.",/bɜrθ/,The birth of my first child was the happiest moment of my life.,私の最初の子供の誕生は私の人生で最も幸せな瞬間でした。
bottle,【名】ボトル.,/'bɑtəl/,She put the bottle on the table.,彼女はびんをテーブルに置いた。
breakfast,【名】朝食.,/ˈbɹɛkfəst/,I had a delicious breakfast this morning.,今朝は美味しい朝食を食べました。
brief,【形】短い;【動】要約する.,/briːf/,I will give you a brief overview of the project.,プロジェクトの簡単な概要をお伝えします。
button,【名】ボタン.,/ˈbʌtn̩/,Press the button to turn on the light.,ライトを点けるためにボタンを押してください。
cancel,"【動】キャンセルする, 取り消す.",/'kænsəl/,I need to cancel my reservation.,予約をキャンセルしなければなりません。
cancer,【名】癌.,/'kænsər/,She was diagnosed with cancer last year.,彼女は去年、がんと診断されました。
carbon,【名】炭素.,/'kɑːrbən/,Carbon is an essential element in organic compounds.,炭素は有機化合物において必須の元素です。
cash,"【名】現金, キャッシュ.",/kæʃ/,I need to withdraw some cash from the ATM.,私はATMから現金を引き出す必要があります。
castle,"【名】城, 宮殿.",/ˈkæsəl/,The castle is a popular tourist attraction.,城は人気の観光名所です。
catalog,【名】カタログ.,/'kætəlɔɡ/,I received a new catalog in the mail today.,今日、郵便で新しい目録を受け取りました。
championship,"【名】選手権, チャンピオンシップ.",/tʃæmpɪənʃɪp/,She won the championship in the swimming competition.,彼女は水泳大会で優勝しました。
chapter,"【名】章, 節.",/ˈtʃæptər/,This chapter discusses the main themes of the book.,この章では、本の主要なテーマについて議論します。
