entry,meaning,ipa,example_sentence,translated_sentence
credibility,"【名】信頼性, 信憑性.",/krəˈdɪbɪləti/,The credibility of the research findings was questioned.,研究結果の信頼性が問われました。
cue,"【名】合図, きっかけ.",/kjuː/,The actor forgot his cue and stood on stage in silence.,俳優はキューを忘れて、黙って舞台に立っていました。
deadline,"【名】締め切り, 期限.",/ˈdɛdˌlaɪn/,I need to submit my report before the deadline.,最終期限までにレポートを提出しなければなりません。
deliberately,"【副】意図的に, 故意に.",/dɪˈlɪbərətli/,He deliberately ignored her.,彼は故意に彼女を無視した。
dictate,"【動】指示する, 命じる.",/dɪkˈteɪt/,She asked her assistant to dictate the letter.,彼女はアシスタントに手紙を書き取らせるよう頼んだ。
diagnose,【動】診断する.,/ˈdaɪəɡnoʊz/,The doctor was able to diagnose the patient's illness.,医者は患者の病気を診断することができました。
dialect,【名】方言.,/ˈdaɪəˌlɛkt/,She speaks with a strong dialect.,彼女は強い方言で話す。
differential,【形】差別的な;【名】差.,/dɪˌfɛrənʃəl/,The differential equation is difficult to solve.,微分方程式は解くのが難しいです。
differentiate,"【動】区別する, 差別化する.",/dɪˈfɛrəntʃieɪt/,It is important to differentiate between fact and opinion.,事実と意見を区別することが重要です。
diverse,"【形】多様な, 異なった.",/dɪˈvɜːrs/,The team is made up of diverse individuals from different backgrounds.,チームは、異なるバックグラウンドを持つ多様な人で構成されています。
domination,"【名】支配, 統治.",/dɒmɪˈneɪʃən/,The country's domination over the region was evident in its control of the economy and politics.,その国の支配は、経済と政治の制御によって明らかであった。
drain,【動】排水する;【名】排水.,/dreɪn/,The plumber fixed the drain and now the water flows smoothly.,配管工は排水溝を修理して、今は水がスムーズに流れます。
duration,"【名】期間, 継続時間.",/djʊˈreɪʃən/,The duration of the movie was two hours.,映画の時間は2時間でした。
economist,【名】経済学者.,/ɪˈkɒnəmɪst/,The economist predicted a recession in the next quarter.,経済学者は次の四半期に景気後退を予測しました。
elevation,"【名】高さ, 標高.",/ˌɛləˈveɪʃən/,"The elevation of the mountain peak is 3,000 meters.","山の頂上の標高は3,000メートルです。"
elementary,"【形】初歩の, 基本的な.",/ˌɛləˈmɛntəri/,This math problem is elementary.,この問題は非常に簡単です。
elite,"【名】エリート, 精鋭.",/ɪˈliːt/,He is considered one of the elite in his field.,彼は自分の分野でエリートの一人と見なされています。
elimination,"【名】除去, 排除.",/ɪˌlɪmɪˈneɪʃən/,The elimination of waste is crucial for a sustainable environment.,廃棄物の排除は持続可能な環境にとって重要です。
embed,"【動】埋め込む, 組み込む.",/ɪmˈbɛd/,The workers will embed the steel rods into the concrete.,労働者たちは鉄筋をコンクリートに埋め込む予定です。
emergence,"【名】出現, 発生.",/ɪˈmɜːrdʒəns/,The emergence of new technologies has revolutionized the way we live.,新しい技術の出現は私たちの生活のあり方を革命的に変えました。
execute,"【動】実行する, 遂行する.",/ˈɛksəˌkjut/,He will execute the plan tomorrow.,彼は明日計画を実行する予定です。
flip,【動】ひっくり返す;【名】反転.,/flɪp/,I like to flip pancakes in the air.,私はパンケーキを空中で裏返すのが好きです。
fluid,【名】液体;【形】流動的な.,/ˈfluːɪd/,The fluid flows through the pipe.,流体がパイプを流れます。
footnote,【名】脚注.,/fʊtˈnoʊt/,Please include a footnote at the bottom of the page.,ページの下部に脚注を追加してください。
forum,"【名】フォーラム, 公開討論.",/ˈfɔː.rəm/,I attended a forum on ancient Roman history.,私は古代ローマの歴史に関するフォーラムに参加しました。
found,"【動】設立する, 創立する.",/faʊnd/,They founded the company last year.,彼らは去年その会社を設立した。
freely,"【副】自由に, 無償で.",/ˈfriːli/,You can express yourself freely in this art class.,この美術クラスでは自由に自己表現することができます。
fracture,"【名】骨折, 破損;【動】骨折する.",/'fræktʃər/,He suffered a fracture in his arm.,彼は腕を骨折しました。
genetics,【名】遺伝学.,/dʒəˈnɛtɪks/,Genetics is the study of genes and heredity.,遺伝学は遺伝子と遺伝に関する研究です。
graph,"【名】グラフ, 図表.",/ɡræf/,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。
gross,"【形】総計の, 粗の;【名】総計.",/ɡroʊs/,The gross amount of sales for the year was $1 million.,その年の総売上高は100万ドルでした。
hedge,"【名】ヘッジ, 生け垣.",/hɛdʒ/,I trimmed the hedge in my garden.,私は庭の生け垣を刈りました。
hierarchy,"【名】階層, ヒエラルキー.",/ˈhaɪəˌrɑrki/,The company has a clear hierarchy with different levels of management.,会社には異なる管理レベルを持つ明確な階層があります。
hip,"【名】腰, ヒップ.",/hɪp/,She injured her hip while dancing.,彼女は踊っている最中に腰を負傷しました。
inclusion,"【名】包含, 含有.",/ɪnˈkluːʒən/,The inclusion of diverse perspectives is essential for a well-rounded discussion.,多様な視点の包括は、円滑な議論に不可欠です。
industrialization,"【名】工業化, 産業化.",/ɪnˌdʌstriəlaɪˈzeɪʃən/,Industrialization played a crucial role in the economic development of the country.,産業化は国の経済発展において重要な役割を果たしました。
infect,"【動】感染させる, 伝染させる.",/ɪnˈfɛkt/,The virus can infect humans easily.,ウイルスは人間を簡単に感染させることができます。
initiate,"【動】開始する, 始める.",/ɪˈnɪʃiˌeɪt/,We need to initiate a plan of action to solve this problem.,この問題を解決するために、行動計画を開始する必要があります。
insert,"【動】挿入する, 差し込む.",/ɪnˈsɜːrt/,Please insert the key into the lock.,鍵をロックに差し込んでください。
intermediate,"【形】中級の, 中間の.",/ˌɪntərˈmiːdiət/,She is at an intermediate level in French.,彼女のフランス語は中級レベルです。
irrelevant,"【形】無関係な, 不適切な.",/ɪˈrɛləvənt/,The color of the walls is irrelevant to the overall design.,壁の色は全体のデザインには無関係です。
kidney,【名】腎臓.,/ˈkɪdni/,He was diagnosed with a kidney infection.,彼は腎臓感染症と診断されました。
leaf,【名】葉.,/liːf/,The leaf of the tree was very large.,木の葉はとても大きかった。
lecturer,"【名】講師, 講演者.",/ˈlɛktʃərər/,The lecturer gave an informative presentation on the topic.,講演者はそのトピックについての情報を提供するプレゼンテーションを行いました。
lever,"【名】てこ, レバー.",/ˈlɛvər/,He used a lever to lift the heavy box.,彼は重い箱を持ち上げるためにてこを使った。
logical,"【形】論理的な, 筋の通った.",/lɑːdʒɪkəl/,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。
loop,"【名】ループ, 輪.",/lup/,She threaded the string through the loop.,彼女は糸を輪の中に通した。
lump,【名】塊;【動】まとめる.,/lʌmp/,I found a lump on my arm.,私は腕にしこりを見つけました。
lung,【名】肺.,/lʌŋ/,He has a problem with his lung.,彼は肺の問題を抱えています。
marble,【名】大理石.,/ˈmɑːrbl/,The statue was made of marble.,その像は大理石で作られていました。
mechanic,"【名】整備士, 機械工.",/məˈkænɪk/,The mechanic fixed my car.,機械工は私の車を修理しました。
merge,"【動】合併する, 統合する.",/mɜːrdʒ/,The two companies decided to merge in order to expand their market share.,2つの会社は市場シェアを拡大するために合併することを決定しました。
minus,【前】マイナスの;【名】マイナス.,/mɑɪnəs/,"That will be $1,500, minus the deposit of $150 that you already paid.",すでに支払った150ドルを差し引くと、1500ドルとなる。
missile,【名】ミサイル.,/mɪˈsaɪl/,The missile was launched from a military base.,ミサイルは軍事基地から発射されました。
monopoly,【名】独占.,/məˈnɒp.ə.li/,The company has a monopoly on the market.,その会社は市場を独占している。
motive,"【名】動機, 原動力.",/ˈmoʊtɪv/,His motive for studying abroad was to learn a new language.,彼の留学の動機は新しい言語を学ぶためでした。
multiply,"【動】増やす, 掛け算する.",/mʌl.tɪ.plaɪ/,She likes to multiply her savings by investing in stocks.,彼女は株式投資で貯金を増やすことが好きです。
myth,【名】神話.,/mɪθ/,The story of Atlantis is a famous myth.,アトランティスの物語は有名な神話です。
nest,【名】巣.,/nɛst/,The bird built a nest in the tree.,鳥が木の中に巣を作りました。
obtain,"【動】得る, 獲得する.",/əbˈteɪn/,I was able to obtain the information I needed.,必要な情報を手に入れることができました。
occurrence,"【名】出来事, 発生.",/əˈkɜrəns/,The occurrence of the event was unexpected.,事件の発生は予期されなかった。
overview,"【名】概要, 総覧.",/ˈoʊvərˌvjuː/,"Before we get into the details, let me give you a brief overview of the project.",詳しい説明に入る前に、プロジェクトの概要を説明します。
parenthesis,【名】括弧.,/pəˈrɛnθəsɪs/,Please enclose the information in parentheses.,情報を括弧で囲んでください。
pardon,"【名】恩赦, 許し.",/pɑrdn/,I asked him for his pardon.,彼に許しを求めた。
partition,"【名】仕切り, 分割.",/pɑrˈtɪʃən/,The room was divided into two partitions.,部屋は2つのパーティションに分割されていた。
physiological,【形】生理学的な.,/fɪziəˈlɑdʒɪkəl/,Physiological changes occur in the body during exercise.,運動中には身体の生理学的な変化が起こります。
precipitate,"【動】引き起こす, 促す.",/pɹɪˈsɪpɪteɪt/,The sudden drop in temperature caused the rain to precipitate.,気温の急な下降が雨を降らせた。
prejudice,【名】偏見.,/prɪˈdʒʊdɪs/,Prejudice is a harmful mindset that can lead to discrimination.,先入観は差別につながる有害な心構えです。
prey,【名】獲物.,/preɪ/,The lion stalked its prey in the tall grass.,ライオンは高い草の中で獲物を待ち伏せした。
rainfall,"【名】降雨, 降水量.",/ˈreɪnfɔːl/,The heavy rainfall caused flooding in the city.,大雨が都市で洪水を引き起こしました。
replicate,"【動】複製する, 再現する.",/ˈrɛplɪˌkeɪt/,Scientists are attempting to replicate the results of the initial experiment to confirm its validity.,科学者たちは、最初の実験の結果を再現し、その妥当性を確認しようとしている。
replication,"【名】複製, 再現.",/rɛplɪˈkeɪʃən/,The process of DNA replication is essential for cell division.,DNA複製の過程は細胞分裂に不可欠です。
rope,【名】ロープ.,/roʊp/,He tied the rope around the tree.,彼は木の周りにロープを結んだ。
rotate,"【動】回転させる, 回る.",/ˈroʊteɪt/,The Earth rotates on its axis.,地球は軸を中心に回転する。
sensible,"【形】分別のある, 賢明な.",/'sɛnsəbəl/,She always gives sensible advice.,彼女はいつも賢明なアドバイスをしてくれます。
skip,"【動】スキップする, 飛ばす.",/skɪp/,I usually skip breakfast because I'm not hungry in the morning.,朝食は普段食べない。朝はお腹が空かないから。
slavery,"【名】奴隷制度, 奴隷状態.",/'sleɪvəri/,Slavery was abolished in the 19th century.,奴隷制度は19世紀に廃止されました。
superior,"【形】優れた, 上位の;【名】上司.",/suːˈpɪəriər/,She is a superior athlete.,彼女は優れたアスリートです。
terminology,【名】専門用語.,/tɜːr.mɪˈnɒl.ə.dʒi/,The terminology used in this field can be quite complex.,この分野で使われる専門用語は非常に複雑になることがあります。
ton,【名】トン.,/tɒn/,The cargo ship can carry up to 10 tons of goods.,その貨物船は最大で10トンの貨物を運ぶことができます。
transmission,"【名】伝達, 送信.",/trænzˈmɪʃən/,The transmission of information through the internet is fast and efficient.,インターネットを通じた情報の伝送は速くて効率的です。
upward,【形】上向きの;【副】上に.,/ˈʌpwərd/,The bird flew upward into the sky.,鳥は上のほうへ空に飛んでいった。
viable,"【形】実行可能な, 生存可能な.",/ˈvaɪəbəl/,This plan is not viable.,この計画は実行可能ではありません。
vowel,【名】母音.,/ˈvaʊəl/,The English alphabet has five vowels.,英語のアルファベットには5つの母音があります。
critically,"【副】批判的に, 重大に.",/ˈkrɪtɪkəli/,The movie was critically acclaimed.,その映画は批評家に絶賛されました。
nonlinear,【形】非線形の.,/ˌnɒnˈlɪnɪər/,The relationship between income and happiness is nonlinear.,所得と幸福の関係は非線形です。
amino,【形】アミノ酸の.,/əˈmiːnoʊ/,Amino acids are the building blocks of proteins.,アミノ酸はタンパク質の構成要素です。
morphological,【形】形態学的な.,/mɔrˌfɑləˈdʒɪkəl/,Morphological analysis is an important part of linguistics.,形態学的な分析は言語学の重要な一部です。
phonological,【形】音韻の.,/fəˈnɒlədʒɪkəl/,Phonological rules govern the sound patterns of a language.,音韻規則は言語の音のパターンを制御する。
semi,"【接頭】半, 準.",/ˈsɛmi/,I ate a semi-ripe banana.,私は半熟のバナナを食べました。
descriptor,"【名】記述子, 説明.",/dɪˈskrɪptər/,The descriptor of the product was very detailed and informative.,その製品の記述は非常に詳細で有益でした。
biodiversity,【名】生物多様性.,/baɪoʊdɪ'vɜrsəti/,Biodiversity is essential for maintaining a healthy ecosystem.,生物多様性は健全な生態系を維持するために不可欠です。
epidemiology,【名】疫学.,/ˌɛpɪˌdiːmiˈɒlədʒi/,"Epidemiology is the study of the distribution and determinants of health-related states or events in specified populations, and the application of this study to control health problems.",疫学とは、特定の人口における健康関連の状態や出来事の分布と決定要因の研究、およびこの研究を用いた健康問題の制御の応用です。
effectiveness,"【名】有効性, 効果.",/ɪˈfɛktɪvnəs/,The effectiveness of this new treatment is still being studied.,この新しい治療の効果はまだ研究中です。
enormously,"【副】非常に, 大いに.",/ɪˈnɔːrməsli/,She was enormously talented in playing the piano.,彼女はピアノを演奏するのが非常に上手でした。
multi,"【接頭】多, 複数の.",/ˈmʌlti/,Multiculturalism is the key to a thriving society.,多文化主義は繁栄する社会の鍵です。
substrate,"【名】基板, 基質.",/sʌbˈstreɪt/,The substrate is placed in the container.,基板は容器内に配置されている。
randomly,"【副】無作為に, ランダムに.",/'rændəmli/,He randomly picked a number between 1 and 10.,彼は無作為に1から10までの数字を選んだ。
sediment,"【名】堆積物, 沈殿物.",/sɛdɪmənt/,The sediment settled at the bottom of the river.,沈殿物は川の底に沈んだ。
donor,"【名】ドナー, 提供者.",/ˈdoʊnər/,The donor generously contributed to the charity organization.,寄付者は慈善団体に寛大に貢献しました。
closure,"【名】閉鎖, 終了.",/ˈkloʊʒər/,The closure of the factory resulted in the loss of many jobs.,工場の閉鎖により、多くの仕事が失われました。
conservation,"【名】保護, 保存.",/kɑn.sɚ'veɪ.ʃən/,Conservation is important for preserving our natural resources.,自然資源を保護するためには保全が重要です。
coordination,"【名】協調, 調整.",/kəʊˌɔːdɪˈneɪʃən/,Coordination is important for a successful team.,チームの成功には、調整が重要です。
contour,"【名】輪郭, 形状.",/ˈkɑntʊr/,The hiker followed the contour of the mountain to reach the summit.,ハイカーは山の輪郭に沿って頂上にたどり着いた。
communicative,"【形】伝達の, 通信の.",/kəˈmjuːnɪkətɪv/,She is a very communicative person.,彼女はとても話好きな人です。
discourse,"【名】談話, 会話.",/dɪˈskɔːrs/,"In their discourse after dinner, they talked about politics.",夕食後の談話で彼らは政治について話し合った。
alliance,"【名】同盟, 提携.",/əˈlaɪəns/,The two nations formed a powerful alliance to combat their common enemy.,二つの国家は共通の敵と戦うために強力な同盟を結成した。
globalization,"【名】グローバリゼーション, 世界化.",/ˌɡloʊ.bə.lɪˈzeɪ.ʃən/,Globalization has led to increased interconnectedness and interdependence among countries.,グローバリゼーションは、国々の間の相互関連性と相互依存性の増加につながっています。
algorithm,【名】アルゴリズム.,/ˈælɡəˌrɪðəm/,The engineers developed an efficient algorithm to solve the problem.,エンジニアは問題を解決する効率的な演算方式を開発した。
inversion,"【名】逆転, 転倒.",/ɪnˈvɜːrʒən/,Inversion is a linguistic phenomenon where the normal word order of a sentence is reversed.,倒置法とは、文の通常の語順が逆になる言語現象です。
radius,【名】半径.,/ˈreɪdiəs/,The radius of the circle is 5 centimeters.,円の半径は5センチメートルです。
gram,【名】グラム.,/ɡræm/,I bought 500 grams of sugar.,私は砂糖を500グラム買いました。
transparency,"【名】透明性, 明瞭性.",/ˌtrænsˈpɛrənsi/,Transparency is important in building trust.,透明性は信頼を築く上で重要です。
interestingly,【副】興味深く.,/ˈɪn.tər.ɪs.tɪŋ.li/,"Interestingly, I found a hidden treasure in my backyard.",おもしろいことに、私は庭で隠された宝物を見つけました。
interviewer,【名】面接官.,/ˈɪntərˌvjuːər/,The interviewer asked me many questions.,インタビュアーは私に多くの質問をした。
membrane,【名】膜.,/mɛmˌbreɪn/,The cell membrane is a vital component of all living cells.,細胞膜はすべての生きた細胞の重要な構成要素です。
accumulation,"【名】蓄積, 集積.",/ˌækjəmjəˈleɪʃən/,The accumulation of knowledge is essential for personal growth.,知識の蓄積は個人の成長に不可欠です。
appendix,"【名】付録, 付属書.",/əˈpɛndɪks/,The detailed data analysis can be found in the appendix of this report.,詳細なデータ分析は、このレポートの付録にあります。
availability,"【名】利用可能性, 入手可能性.",/əˌveɪləˈbɪləti/,Please check the availability of the conference room for tomorrow.,明日の会議室の利用可能性を確認してください。
semester,"【名】学期, セメスター.",/sɪˈmɛstər/,I am excited for the new semester to begin.,新しい学期が始まるのが楽しみです。
prevalence,"【名】普及, 流行.",/prɛvələns/,The prevalence of obesity is increasing worldwide.,肥満の有病率は世界的に増加している。
minimal,"【形】最小限の, 極小の.",/mɪnɪməl/,This is a minimal example.,これは最小の例です。
node,"【名】ノード, 結節点.",/nəʊd/,The tree has a node at every branch.,その木には、すべての枝に節があります。
chloride,【名】塩化物.,/ˈklɔːraɪd/,The chloride concentration in the water is too high.,水中の塩化物濃度が高すぎます。
instability,"【名】不安定, 不安定性.",/ɪnstəˈbɪlɪti/,The political instability in the region has led to a decrease in foreign investment.,地域の政情不安により、海外からの投資が減少しています。
assembly,"【名】組み立て, 集会.",/əˈsɛmbli/,The assembly of the new machine took longer than expected.,新しい機械の組み立ては予想よりも時間がかかった。
axiom,"【名】公理, 原理.",/ˈæksiəm/,An axiom is a self-evident truth that requires no proof.,公理とは、証明を必要としない自明の真理である。
bargain,"【名】取引, 交渉.",/ˈbɑrɡɪn/,I found a great bargain at the flea market.,私はフリーマーケットで素晴らしい掘り出し物を見つけました。
monetary,"【形】通貨の, 金融の.",/mɒnəteri/,Monetary policy plays a crucial role in stabilizing the economy.,貨幣政策は経済の安定化に重要な役割を果たしています。
analogy,"【名】類推, 類似.",/əˈnælədʒi/,The teacher used an analogy between a heart and a pump to explain how the circulatory system works.,先生は心臓とポンプの例えを使って循環器系がどのように機能するかを説明しました。
approximation,"【名】概算, 近似.",/əˌprɑk.səˈmeɪ.ʃən/,The approximation of the value is 3.14.,値の接近値は3.14です。
articulate,"【動】明確に表現する, はっきりと述べる.",/ɑrˈtɪkjələt/,She can articulate her thoughts very clearly.,彼女は自分の考えをはっきりと言うことができる。
autonomy,"【名】自治, 自治権.",/ɔːˈtɒnəmi/,"Despite their young age, the students were given the autonomy to choose their own research topics for the project.",若い年齢にもかかわらず、学生にはプロジェクトの研究テーマを自分たちで選択する自主権が与えられました。
classification,"【名】分類, 区分.",/ˌklæsɪfɪˈkeɪʃən/,Classification is an important step in data analysis.,分類はデータ分析における重要なステップです。
collective,"【形】集合的な, 集団の.",/kəˈlɛktɪv/,They formed a collective to achieve their goals.,彼らは目標を達成するために集めた集団を形成しました。
deflection,"【名】偏向, 逸脱.",/dɪˈflɛkʃən/,The driver made a quick deflection to avoid a collision.,ドライバーは衝突を回避するために急いで曲がり角を曲がりました。
developmental,"【形】発達の, 開発の.",/dɪˈvɛləpmɛntəl/,The company is focused on the developmental phase of the project.,会社はプロジェクトの開発フェーズに集中しています。
economically,"【副】経済的に, 経済的視点で.",/ˌiː.kə.ˈnɑ.mɪ.kəl.i/,She manages her finances economically.,彼女は経済的にお金を管理しています。
enforcement,"【名】施行, 執行.",/ɪnˈfɔːrsmənt/,The government is increasing enforcement of traffic laws to improve road safety.,政府は道路安全性を向上させるために交通法の執行を強化しています。
facet,"【名】側面, 面.",/'fæsɪt/,She has many facets to her personality.,彼女の人格には多くの側面があります。
irrigation,"【名】灌漑, 灌水.",/ˌɪrɪˈɡeɪʃən/,The farmers use irrigation to water their crops.,農民は灌漑を使って作物に水をやります。
primer,"【名】入門書, プライマー.",/ˈpraɪmər/,"Before starting her new hobby, she purchased a primer to familiarize herself with the basic concepts and techniques.",新しい趣味を始める前に、彼女は基本的な概念とテクニックに慣れるために入門書を購入しました。
minimize,"【動】最小化する, 減少させる.",/mɪˈnɪmaɪz/,I try to minimize my expenses by budgeting carefully.,私は予算を注意深く立てることで出費を最小限にしようとしています。
acceleration,"【名】加速, 促進.",/əkˌsɛləˈreɪʃən/,The car's acceleration was impressive.,車の加速は印象的でした。
fertility,"【名】肥沃, 繁殖力.",/fɚˈtɪləti/,The couple sought medical help to improve their fertility.,夫婦は生殖能力を改善するために医療援助を求めました。
scroll,"【名】巻物, スクロール;【動】スクロールする.",/skroʊl/,I unrolled the ancient scroll to reveal its hidden message.,私は古代の巻物を広げて、その隠されたメッセージを明らかにしました。
equilibrium,"【名】均衡, 平衡.",/ˌiːkwɪˈlɪbriəm/,"[[In order to]] maintain equilibrium, she shifted her weight to her back foot.",平衡を保つために、彼女は体重を後ろ足に移した。
displacement,"【名】置換, 変位.",/dɪsˈpleɪsmənt/,The displacement of workers by machines is a common occurrence in modern industries.,労働者の機械による置き換えは、現代の産業界ではよくあることです。
emit,"【動】放出する, 排出する.",/ɪˈmɪt/,The factory emits harmful gases into the atmosphere.,工場は有害なガスを大気に排出しています。
inhibition,"【名】抑制, 阻害.",/ˌɪnɪˈbɪʃən/,Smoking is an inhibition in this restaurant.,このレストランでは喫煙は禁止されています。
layout,"【名】レイアウト, 配置.",/ˈleɪ.aʊt/,The layout of the city was carefully planned to maximize efficiency.,都市のレイアウトは効率を最大化するために注意深く計画されました。
predator,【名】捕食者.,/'prɛdətər/,The lion is a fierce predator in the African savannah.,ライオンはアフリカのサバンナで凶暴な捕食動物です。
planner,"【名】計画者, 立案者.",/'plænər/,I am a planner at a design firm.,私はデザイン会社のプランナーです。
reservoir,"【名】貯水池, 貯蔵所.",/rɛzərˌvwɑːr/,The reservoir provides water for the surrounding communities.,貯水池は周辺のコミュニティに水を供給しています。
millimeter,【名】ミリメートル.,/ˈmɪlɪˌmiːtər/,The length of the pencil is 150 millimeters.,鉛筆の長さは150ミリメートルです。
mobility,"【名】可動性, 移動性.",/moʊˈbɪləti/,The development of electric vehicles has greatly improved mobility.,電気自動車の開発は、移動性を大幅に向上させました。
portfolio,"【名】ポートフォリオ, 書類.",/pɔrtˈfəʊlio/,I am currently working on updating my portfolio.,私は現在、ポートフォリオの更新に取り組んでいます。
congruent,"【形】一致した, 適合する.",/kɒŋˈɡruːənt/,The two triangles were proven to be congruent after comparing their corresponding angles and side lengths.,2つの三角形は、対応する角度と辺の長さを比較することで、合同であることが証明された。
bracket,"【名】ブラケット, 角括弧.",/ˈbrækɪt/,The shelf is supported by brackets.,棚はブラケットで支えられています。
pi,【名】円周率.,/paɪ/,The value of pi is a constant.,円周率の値は不変です。
systematic,"【形】体系的な, 組織的な.",/sɪˈstɛmətɪk/,She has a systematic approach to problem-solving.,彼女は問題解決に対して系統的なアプローチを持っています。
precede,"【動】先行する, 先んじる.",/prɪˈsiːd/,I always precede my sister in line.,私はいつも姉の前に並びます。
circulate,"【動】循環する, 流通する.",/sərˈkjəleɪt/,The news of the new product circulates quickly among the customers.,新製品のニュースが顧客の間で速く広まる。
practitioner,"【名】実務家, 専門家.",/ˌprækˈtɪʃənər/,The physical therapist is a highly skilled practitioner of manual therapy.,理学療法士は、手技療法を行う高度な技術者である。
