entry,meaning,ipa,example_sentence,translated_sentence
graphic,"【名】グラフィック, 図",/ˈɡræfɪk/,The graphic details of the crime scene were too disturbing to look at.,犯罪現場の生々しい詳細は見るに耐えなかった。
browse,【動】閲覧する,/ braʊz /,I like to browse through books at the bookstore.,私は本屋で本をブラウズするのが好きです。
gymnasium,"【名】体育館, ジム",/ˌdʒɪmˈneɪziəm/,I go to the gymnasium every day to work out.,私は毎日体育館に行ってトレーニングをします。
hamburger,【名】ハンバーガー,/ˈhæm.bɝ.ɡɚ/,I'm going to have a hamburger for lunch.,ランチにハンバーガーを食べるつもりなんだ。
handy,"【形】便利な, 手頃な",/'hændi/,This handy tool makes it easy to fix small problems.,この便利なツールは、小さな問題を修正するのに簡単です。
hardware,【名】ハードウェア,/ˈhɑːrdwɛər/,I need to buy some new hardware for my computer.,私はコンピューターのために新しい金物類を買う必要があります。
headache,【名】頭痛,/ˈhɛdˌeɪk/,I have a headache.,私は頭痛がします。
hesitation,【名】ためらい,/hɛzɪˈteɪʃən/,Her hesitation made me doubt her sincerity.,彼女のためらいが、私に彼女の誠実さを疑わせました。
homemade,【形】自家製の,/həʊmˈmeɪd/,I love eating homemade cookies.,私は自家製のクッキーを食べるのが大好きです。
hospitality,【名】おもてなし,/hɑːˌspɪˈtæləti/,The hotel staff provided excellent hospitality to their guests.,ホテルのスタッフは、ゲストに対して素晴らしいおもてなしを提供しました。
hungry,【形】空腹の,/ˈhʌŋɡri/,The hungry cat was meowing loudly.,腹ペコな猫が大きな声で鳴いていた。
hurricane,【名】ハリケーン,/ˈhɜːrɪkən/,The hurricane caused widespread destruction along the coast.,そのハリケーンは沿岸地域で広範な破壊を引き起こしました。
ink,【名】インク,/ɪŋk/,I need to buy some ink for my printer.,プリンター用のインクを買わないといけない。
intonation,"【名】イントネーション, 抑揚",/ˌɪn.təˈneɪ.ʃən/,She spoke with a clear intonation.,彼女は明瞭な抑揚で話した。
journalism,"【名】ジャーナリズム, 報道",/dʒɜːrˈnəlɪzəm/,She studied journalism in college and now works as a reporter for a major newspaper.,彼女は大学でジャーナリズムを学び、今は大手新聞社の記者として働いています。
commute,【動】通勤する,/kəˈmjuːt/,I commute to work by train every day.,私は毎日電車で通勤しています。
compact,【名】小型のもの;【形】小型の,/kəmˈpækt/,I bought a compact car for easy parking in the city.,都市での駐車が簡単になるため、コンパクトカーを買いました。
ladder,【名】梯子,/ˈlædər/,He climbed up the ladder to reach the roof.,彼は屋根にたどり着くためにはしごを登った。
laundry,【名】洗濯,/'lɔːndri/,I need to do the laundry today.,今日は洗濯をしなければならない。
lightweight,【形】軽量の,/ˈlaɪtweɪt/,This backpack is lightweight and easy to carry.,このバックパックは軽量で持ち運びが簡単です。
diploma,"【名】卒業証書, 学位",/dɪˈploʊmə/,She proudly displayed her diploma on the wall.,彼女は誇らしげに壁に彼女の卒業証書を飾った。
directory,"【名】名簿, ディレクトリ",/dɪˈrɛktəri/,I need to create a new directory for the project.,プロジェクトのために新しいディレクトリを作成する必要があります。
downturn,"【名】不況, 景気後退",/ˈdaʊntɜrn/,The recent economic downturn has affected many businesses.,最近の経済の低迷は多くの企業に影響を与えています。
loudly,【副】大声で,/ˈlaʊdli/,She spoke loudly to make sure everyone could hear her.,彼女はみんなが彼女の声を聞けるように大声で話した。
lounge,"【名】休憩室, ラウンジ",/laʊndʒ/,I like to relax in the lounge and read a book.,私はラウンジでゆったりと寄り掛かって本を読むのが好きです。
luncheon,【名】昼食会,/ˈlʌntʃən/,I had a delicious luncheon with my colleagues.,私は同僚と美味しい昼食をとりました。
faculty,【名】教授陣,/'fækəlti/,The faculty of this university is highly respected.,この大学の教員は非常に尊敬されています。
fixture,"【名】備品, 付属品",/fɪkstʃər/,"The new chandelier became a beautiful fixture in their dining room, enhancing the overall ambiance.",新しいシャンデリアはダイニングルームの美しい装飾品となり、全体的な雰囲気を高めました。
mall,【名】ショッピングモール,/mɔːl/,I went to the mall to buy some new clothes.,私は新しい服を買うためにショッピングモールに行きました。
gum,【名】ガム,/ɡʌm/,I chewed a piece of gum after lunch.,昼食後にガムを噛みました。
manual,"【名】手引書, マニュアル;【形】手動の",/mænjuəl/,I prefer manual labor over using machines.,私は機械を使うよりも手作業を好む。
massage,【名】マッサージ,/ˈmæsɑːʒ/,I booked a massage for tomorrow.,明日、マッサージを予約しました。
medication,"【名】薬, 薬物治療",/mɛdɪˈkeɪʃən/,I need to take my medication every day.,私は毎日薬を飲まなければなりません。
memo,"【名】メモ, 覚書",/'miː.moʊ/,I wrote a memo to remind myself of the important tasks.,重要なタスクを思い出すためにメモを書きました。
mineral,【名】鉱物,/mɪnərəl/,Plants require minerals for their growth.,植物は成長に無機物を必要とします。
pastry,"【名】ペストリー, 焼き菓子",/'peɪstri/,I love to eat pastry for breakfast.,朝食にペイストリーを食べるのが大好きです。
unemployed,【形】失業した;【名】失業者,/ʌnɪmˈplɔɪd/,He has been unemployed for six months.,彼は6ヶ月間仕事のない状態です。
pole,"【名】柱, 棒",/poʊl/,I saw a bird perched on top of the pole.,私はポールの上にとまった鳥を見ました。
parcel,【名】小包,/'pɑːrsəl/,I received a parcel in the mail today.,今日、郵便で小包を受け取りました。
glove,【名】手袋,/ɡlʌv/,I put on my glove to keep my hands warm.,手を暖かく保つために手袋をはめました。
jazz,【名】ジャズ,/dʒæz/,She is interested in jazz.,彼女はジャズに興味がある。
overdue,【形】期限が過ぎた,/ˌoʊvərˈdu/,The bill is overdue and needs to be paid immediately.,請求書の支払い期限が過ぎており、すぐに支払う必要があります。
tuition,"【名】授業料, 学費",/tjuˈɪʃən/,The tuition for this university is quite expensive.,この大学の授業料はかなり高いです。
paralegal,"【名】弁護士助手, パラリーガル",/pærəˈliːɡəl/,She works as a paralegal at a law firm.,彼女は法律事務所でパラリーガルとして働いています。
desktop,【名】デスクトップ,/'dɛsktɒp/,My desktop has gotten cluttered.,デスクトップがグチャグチャになってきた。
prohibit,【動】禁止する,/prəˈhɪbɪt/,Smoking is prohibited in this area.,このエリアでは喫煙は禁止されています。
rack,"【名】ラック, 棚",/ræk/,I need to buy a new rack for my kitchen.,私はキッチン用の新しいラックを買う必要があります。
rubber,"【名】ゴム, ラバー",/ˈrʌbər/,I need to buy a new rubber for my pencil.,私は鉛筆用の新しい消しゴムを買う必要があります。
sometime,"【副】いつか, そのうち",/sʌm.taɪm/,I will meet with my friend sometime next week.,来週あたり、友人と会う予定です。
spray,【動】スプレーする,/spreɪ/,By means of a super high-pressure water spray practically all the sediment is removed.,超高圧水の噴射により、ほとんどの詰まりが排除される。
sue,【動】訴える,/suː/,Sue decided to sue the company for wrongful termination.,スーは不当解雇で会社を訴えることに決めました。
wrinkle,【名】しわ,/ˈrɪŋkəl/,She uses a special cream to reduce the appearance of wrinkles.,彼女はしわの見た目を減らすために特別なクリームを使っています。
remainder,"【名】残り, 余り",/ɹɪˈmeɪndər/,"I have finished my work, but there is still a remainder of tasks to be completed.",仕事は終わったが、まだ残りのタスクがある。
humidity,"【名】湿気, 湿度",/hjuːˈmɪdɪti/,The humidity in the room was so high that my clothes felt damp.,部屋の湿度が高すぎて、服が湿った感じがした。
slot,"【名】スロット, 溝",/slɒt/,I found a coin in the slot.,私はスロットにコインを見つけました。
appreciation,"【名】感謝, 鑑賞",/əˌpriːʃiˈeɪʃən/,Your appreciation of the situation is accurate.,あなたの状況に対する正確な認識は正確です。
valid,【形】有効な,/'vælɪd/,The argument presented in the paper is valid.,論文で提示された議論は妥当です。
coordinator,【名】コーディネーター,/kəʊˈɔːrdɪneɪtər/,The coordinator ensured that all team members were working together smoothly.,コーディネーターは、すべてのチームメンバーがスムーズに協力していることを確認しました。
compatible,【形】互換性のある,/kəmˈpætəbəl/,These two software programs are compatible with each other.,これらの2つのソフトウェアプログラムは互換性があります。
terminal,"【名】ターミナル, 終点;【形】末期の",/'tɜːrmɪnəl/,"Her illness, diagnosed as a rare and terminal form of leukemia, left her with only months to live.",彼女は珍しい末期の白血病と診断され、余命数カ月と宣告された。
